10031,4234432112344321,1000000,ONLINE
10032,6456789123498765,1000009,POS
10033,1234554321123451,1000003,ATM
10034,5234432112344321,1000007,ONLINE
10035,3234432112344321,1000009,ATM
10036,1234554321123451,1000006,ATM
10037,5456789123498765,10000014,ONLINE
10038,5678876556788765,10000010,POS
10039,5234432112344321,1000003,POS
100310,1234432112344321,1000004,ONLINE
100311,3234432112344321,1000000,ONLINE
100312,1234554321123451,10000013,ONLINE
100313,4567899876545678,1000009,POS
100314,6456789123498765,10000012,ONLINE
100315,2234432112344321,10000013,ONLINE
100316,5678876556788765,1000006,ATM
100317,1234554321123451,1000004,ATM
100318,5456789123498765,10000013,ATM
100319,1234554321123451,1000009,ATM
100320,5234432112344321,10000014,ONLINE
100321,5678876556788765,1000005,ONLINE
100322,6234432112344321,1000007,POS
100323,3456789123498765,1000001,POS
100324,1234554321123451,1000006,ATM
100325,5234432112344321,1000007,ONLINE
100326,5456789123498765,1000001,ATM
100327,4234432112344321,1000005,POS
100328,3234432112344321,10000010,ONLINE
100329,1234554321123451,1000001,ATM
100330,5234432112344321,1000009,POS
100331,4234432112344321,1000002,ATM
100332,8900988900988900,1000008,ONLINE
100333,4234432112344321,1000005,POS
100334,2234432112344321,10000010,POS
100335,2234432112344321,1000001,POS
100336,4234432112344321,10000014,POS
100337,4234432112344321,10000013,ONLINE
100338,5234432112344321,1000006,ATM
100339,8900988900988900,1000005,POS
100340,5234432112344321,10000012,ATM
100341,3234432112344321,10000014,ATM
100342,5456789123498765,1000009,ATM
100343,4567899876545678,10000012,ATM
100344,9876543211234567,1000004,ONLINE
100345,5678876556788765,10000011,ONLINE
100346,3234432112344321,10000011,ATM
100347,4567899876545678,1000004,POS
100348,5234432112344321,1000006,POS
100349,9876543211234567,10000010,POS
100350,4234432112344321,10000011,POS
100351,5456789123498765,1000005,ONLINE
100352,4234432112344321,1000002,POS
100353,3234432112344321,1000006,POS
100354,4456789123498765,1000007,POS
100355,9876543211234567,10000013,ATM
100356,8900988900988900,1000003,ONLINE
100357,6456789123498765,1000003,ONLINE
100358,6234432112344321,1000000,ONLINE
100359,4456789123498765,1000000,ATM
100360,1234554321123451,1000002,ATM
100361,3234432112344321,1000000,POS
100362,8900988900988900,10000011,ONLINE
100363,2234432112344321,1000003,ATM
100364,6234432112344321,1000008,ATM
100365,5456789123498765,1000001,ONLINE
100366,6456789123498765,10000011,POS
100367,9876543211234567,10000010,ATM
100368,1234432112344321,1000002,ONLINE
100369,8900988900988900,1000006,POS
100370,4567899876545678,1000002,ATM
100371,6456789123498765,10000014,ATM
100372,9876543211234567,1000006,POS
100373,8900988900988900,1000009,ATM
100374,5456789123498765,1000007,ONLINE
100375,3456789123498765,1000000,POS
100376,5678876556788765,1000007,ONLINE
100377,2234432112344321,10000011,ONLINE
100378,3234432112344321,10000012,POS
100379,4567899876545678,1000006,POS
100380,5234432112344321,10000012,ATM
100381,3234432112344321,1000006,ATM
100382,3234432112344321,1000000,POS
100383,5234432112344321,1000003,POS
100384,6234432112344321,1000000,POS
100385,5678876556788765,1000008,POS
100386,5456789123498765,10000014,ATM
100387,4456789123498765,1000006,POS
100388,8900988900988900,1000008,ONLINE
100389,4456789123498765,10000013,ONLINE
100390,8900988900988900,1000007,ONLINE
100391,5456789123498765,1000005,ATM
100392,3456789123498765,10000010,ONLINE
100393,5678876556788765,1000003,POS
100394,2234432112344321,1000005,ONLINE
100395,1234554321123451,10000013,ONLINE
100396,5678876556788765,1000006,POS
100397,5456789123498765,1000008,ONLINE
100398,8900988900988900,1000009,POS
