10061,4456789123498765,10000012,POS
10062,1234554321123451,1000002,ATM
10063,9876543211234567,10000014,ONLINE
10064,4234432112344321,1000009,ATM
10065,4456789123498765,1000003,POS
10066,8900988900988900,10000013,ATM
10067,3234432112344321,1000004,ATM
10068,1234554321123451,10000014,ONLINE
10069,4456789123498765,1000003,POS
100610,3234432112344321,1000004,ONLINE
100611,3456789123498765,1000004,ATM
100612,4567899876545678,1000004,ATM
100613,4456789123498765,1000004,POS
100614,1234432112344321,10000012,ONLINE
100615,3456789123498765,1000007,ONLINE
100616,5234432112344321,1000004,ATM
100617,3234432112344321,1000005,POS
100618,2234432112344321,1000001,ATM
100619,5678876556788765,10000013,POS
100620,2234432112344321,10000012,POS
100621,2234432112344321,1000008,POS
100622,4234432112344321,10000012,ONLINE
100623,6456789123498765,1000008,POS
100624,3234432112344321,10000013,ATM
100625,4456789123498765,1000000,ONLINE
100626,4567899876545678,1000009,POS
100627,6234432112344321,10000014,ONLINE
100628,5456789123498765,1000008,POS
100629,6456789123498765,10000014,POS
100630,3234432112344321,1000009,ATM
100631,3234432112344321,10000012,ATM
100632,1234554321123451,1000004,POS
100633,6456789123498765,1000004,ATM
100634,4456789123498765,1000007,POS
100635,2234432112344321,1000000,ATM
100636,2234432112344321,1000000,ONLINE
100637,4567899876545678,1000008,ATM
100638,9876543211234567,10000012,POS
100639,8900988900988900,1000006,ATM
100640,4567899876545678,1000000,ONLINE
100641,6456789123498765,10000013,POS
100642,3456789123498765,1000007,POS
100643,3456789123498765,1000009,ATM
100644,6456789123498765,1000004,ONLINE
100645,4456789123498765,1000004,POS
100646,6234432112344321,1000004,ATM
100647,6234432112344321,10000011,ONLINE
100648,1234432112344321,1000001,POS
100649,8900988900988900,1000003,ONLINE
100650,1234432112344321,1000009,POS
100651,4456789123498765,10000010,ATM
100652,1234554321123451,10000014,ATM
100653,3234432112344321,10000011,POS
100654,4456789123498765,1000001,POS
100655,4567899876545678,10000012,POS
100656,5678876556788765,1000002,ONLINE
100657,1234432112344321,10000010,POS
100658,4456789123498765,1000006,POS
100659,1234432112344321,10000014,ONLINE
100660,6234432112344321,10000013,POS
100661,8900988900988900,1000003,POS
100662,5234432112344321,1000004,ONLINE
100663,4456789123498765,1000005,ATM
100664,5678876556788765,10000014,POS
100665,4567899876545678,1000007,ONLINE
100666,1234554321123451,1000006,POS
100667,6234432112344321,10000011,ONLINE
100668,5678876556788765,1000002,POS
100669,9876543211234567,10000012,ATM
100670,2234432112344321,1000007,ATM
100671,5678876556788765,10000011,ATM
100672,1234432112344321,10000010,ONLINE
100673,3456789123498765,1000001,ATM
100674,2234432112344321,10000012,ATM
100675,3456789123498765,10000013,ATM
100676,5234432112344321,1000003,ONLINE
100677,8900988900988900,1000000,ATM
100678,5678876556788765,10000014,ONLINE
100679,3234432112344321,10000014,ONLINE
100680,5456789123498765,10000014,POS
100681,8900988900988900,1000005,ONLINE
100682,3456789123498765,1000008,ATM
100683,1234432112344321,1000006,ATM
100684,1234432112344321,1000001,POS
100685,1234554321123451,1000008,ATM
100686,8900988900988900,1000005,ATM
100687,8900988900988900,10000011,ONLINE
100688,9876543211234567,1000000,ATM
100689,3456789123498765,1000005,POS
100690,6456789123498765,1000006,POS
100691,4567899876545678,10000012,ATM
100692,2234432112344321,1000009,ONLINE
100693,5456789123498765,10000011,ATM
100694,4567899876545678,1000000,POS
100695,9876543211234567,1000009,ATM
100696,6456789123498765,1000004,ATM
100697,3456789123498765,10000011,POS
100698,4456789123498765,1000004,ONLINE
