10061,2234432112344321,1000004,POS
10062,4456789123498765,1000004,ATM
10063,1234432112344321,1000009,ATM
10064,9876543211234567,1000005,ATM
10065,9876543211234567,1000001,ONLINE
10066,4567899876545678,10000012,ONLINE
10067,1234432112344321,1000008,POS
10068,9876543211234567,10000010,ONLINE
10069,2234432112344321,1000005,POS
100610,1234432112344321,1000000,ATM
100611,4567899876545678,1000006,ONLINE
100612,5456789123498765,1000004,ONLINE
100613,8900988900988900,10000010,ONLINE
100614,1234554321123451,1000004,POS
100615,5234432112344321,10000010,ATM
100616,4234432112344321,1000002,POS
100617,6234432112344321,1000002,ATM
100618,9876543211234567,1000001,POS
100619,5678876556788765,1000007,ATM
100620,4234432112344321,10000013,ONLINE
100621,6456789123498765,10000010,POS
100622,1234554321123451,10000011,POS
100623,1234554321123451,1000004,POS
100624,4456789123498765,1000004,POS
100625,6234432112344321,1000000,ONLINE
100626,6234432112344321,1000004,ONLINE
100627,8900988900988900,1000006,POS
100628,4567899876545678,1000007,ONLINE
100629,3456789123498765,10000013,POS
100630,3456789123498765,1000003,ATM
100631,4567899876545678,1000002,POS
100632,1234432112344321,10000010,POS
100633,4456789123498765,10000012,POS
100634,6234432112344321,1000006,POS
100635,8900988900988900,1000002,ATM
100636,5456789123498765,10000011,ATM
100637,4567899876545678,1000009,POS
100638,1234432112344321,10000012,ATM
100639,1234554321123451,1000004,ONLINE
100640,4234432112344321,1000006,ONLINE
100641,5678876556788765,10000012,ATM
100642,4456789123498765,1000002,ONLINE
100643,5456789123498765,10000014,POS
100644,9876543211234567,10000013,POS
100645,1234554321123451,1000008,ATM
100646,6456789123498765,1000008,ONLINE
100647,4456789123498765,10000014,ATM
100648,5234432112344321,1000003,POS
100649,8900988900988900,10000013,ONLINE
100650,3456789123498765,1000008,ATM
100651,2234432112344321,10000013,ONLINE
100652,9876543211234567,1000006,POS
100653,6456789123498765,1000006,POS
100654,5234432112344321,1000003,ATM
100655,4234432112344321,10000013,POS
100656,6456789123498765,1000006,ATM
100657,6456789123498765,10000013,ATM
100658,2234432112344321,1000006,POS
100659,4567899876545678,1000000,ONLINE
100660,1234432112344321,1000002,ONLINE
100661,6234432112344321,1000002,POS
100662,4234432112344321,1000004,POS
100663,3456789123498765,1000000,POS
100664,9876543211234567,1000002,ATM
100665,6456789123498765,1000006,ATM
100666,4234432112344321,10000010,ONLINE
100667,6456789123498765,10000010,POS
100668,2234432112344321,1000006,POS
100669,9876543211234567,1000009,ONLINE
100670,1234554321123451,1000001,POS
100671,4456789123498765,1000001,POS
100672,3456789123498765,10000010,ONLINE
100673,4456789123498765,1000008,ATM
100674,5234432112344321,10000010,ONLINE
100675,5456789123498765,1000003,ONLINE
100676,9876543211234567,1000001,ATM
100677,9876543211234567,10000011,ATM
100678,2234432112344321,1000002,ATM
100679,6234432112344321,1000004,ATM
100680,5456789123498765,1000007,ONLINE
100681,5234432112344321,1000001,ATM
100682,4456789123498765,1000000,POS
100683,5678876556788765,1000002,ONLINE
100684,1234554321123451,1000005,ATM
100685,6234432112344321,1000000,ATM
100686,1234554321123451,10000012,ATM
100687,1234432112344321,1000006,POS
100688,4567899876545678,1000008,ATM
100689,5678876556788765,1000006,ONLINE
100690,1234432112344321,1000008,ATM
100691,3234432112344321,1000002,POS
100692,2234432112344321,10000014,ATM
100693,5234432112344321,1000004,ONLINE
100694,5456789123498765,10000012,ONLINE
100695,9876543211234567,1000000,ATM
100696,5456789123498765,10000014,ONLINE
100697,6234432112344321,1000009,POS
100698,3234432112344321,10000010,ATM
